transaction_id,user_id,product_id,channel,quantity,amount,discount,transaction_date
3c34b1c5-b616-4870-9e8f-cbfdfe5dae40,a1674076-3038-4d42-97bd-ba83e6a52720,457d9d38-588b-41ff-8c67-d7258b51a8e6,mobile,4,1665.6,9.66,2025-12-31T13:51:20.948896
b951f0b6-6077-4451-a8ac-5e476fe7558c,59734e6c-879e-4a68-86e6-a30c9e01f2a6,08cb9e44-2170-4369-9ab2-a47e52847e6c,store,4,468.48,6.38,2025-04-24T13:51:20.948918
4bddbd06-adc2-4ce0-b641-fee02697a17d,eeba25c3-bc51-40f2-ad4f-d841787e2823,944989d7-0474-4130-959f-c793bf62259e,store,1,119.36,12.96,2026-04-04T13:51:20.948931
9a66d406-6811-4bd9-b2ce-cf074cc8ff24,d6de87d1-6cf1-400d-8b1d-d8af4573a316,9c0e36b8-29dc-48d8-9869-8d952c29dbdb,web,2,597.46,11.04,2025-07-25T13:51:20.948944
f0dc19d0-4722-4c23-860a-f56c696f9cb1,02e42010-f231-4ab6-bf73-8efa9d7e8f75,17c1c99f-c424-420e-8868-5ab21bafe8e5,web,4,569.04,15.96,2025-08-22T13:51:20.948961
73a83bfd-10a5-462a-9e60-2a5f0d43c400,71dd238d-4040-4247-9b73-eff211153a97,24665074-3a11-4fcf-82f7-1d50a0b2580f,mobile,2,763.62,8.64,2025-05-23T13:51:20.948990
a0dc77f4-445e-4fc4-9262-3778496e599f,65907001-78fd-4e76-8be5-e9a095386e1d,ad1fb5ee-a91c-4991-9341-e395d2beecef,store,4,1408.32,7.78,2025-06-16T13:51:20.949017
d4a00335-74be-459b-82b4-add9da6fe450,9b66b8f5-ba94-4ffa-9d5d-1385fe996de7,56ad6e1f-0691-4acd-a3de-c8da072e3963,mobile,2,292.3,16.17,2025-11-24T13:51:20.949031
83a5c656-2146-44cf-9f48-df1299b0d633,ed6a095f-27ce-4cef-91ef-c21286d7ce21,2341a1b6-ca76-4973-ad2e-4a906f9fd51d,web,1,117.6,7.32,2025-07-15T13:51:20.949045
f6c402e0-e721-4ac2-9d13-99c896e70244,1234b85a-6c0e-42b9-8953-1aa40eca3434,7df8e284-e832-44a7-94ef-f17a4e5da9d6,mobile,1,89.69,17.25,2025-12-02T13:51:20.949058
efd68b25-8c28-4331-97c0-8f54fc37eed4,a18309c4-a283-406a-9f8a-e402aa32ac66,905f2110-caca-46ad-b1fc-61c3fda110f1,mobile,5,243.0,7.85,2025-09-29T13:51:20.949071
239023c7-e552-4f76-8664-1c7861e6e2f4,0405e266-5a01-46aa-8949-ead219b74ace,6c37ac7c-22fb-489b-9e12-ba964446997b,mobile,3,1331.58,3.45,2025-08-24T13:51:20.949085
295b34b9-0cf5-45ed-a585-61e8483d71cb,2c8ea884-611e-4c1c-8bfc-fb572f76ea57,053f89ae-21b6-4267-baf4-f4be573d366f,web,5,355.75,13.44,2025-06-17T13:51:20.949098
2fe526d4-c899-4755-91aa-c0008a7039f6,de68630e-da9e-45bb-9038-1aeb89f735f1,28de6b67-c5da-4fd9-9ae6-64f199eb885d,web,2,609.96,3.66,2025-11-10T13:51:20.949111
0f74e619-49aa-457c-8f27-4e1ef70e11da,608deb86-6661-4f77-bb41-aecc5e51f64a,08f682e0-0949-4d7f-9c1a-36bb48342221,store,5,1077.75,11.93,2025-09-29T13:51:20.949124
69d1aed3-cbb4-40a1-9f0b-ad036183bbe5,045d4675-4ee0-49ec-a9b1-1d1db855e831,1308f602-c166-4cdc-868a-0b4938053d4d,store,4,129.76,12.71,2026-01-10T13:51:20.949138
5847f17a-5ddb-437f-84cc-1dca2380659f,608deb86-6661-4f77-bb41-aecc5e51f64a,24665074-3a11-4fcf-82f7-1d50a0b2580f,store,5,1909.05,5.78,2026-01-20T13:51:20.949151
8977a578-ca46-48a7-8556-5b6b26621721,637c0f84-207d-48a7-a962-320e19bc238f,905f2110-caca-46ad-b1fc-61c3fda110f1,web,4,194.4,17.31,2025-06-02T13:51:20.949166
3192aee0-3581-468f-ac14-96061942ce02,67da80eb-8c00-4328-9bd2-9b409e254a97,79634690-8c5c-4240-8205-82b10c85c886,web,4,1293.24,16.3,2026-02-05T13:51:20.949186
f378e394-3c00-42c1-bf3d-5729ec28faf6,47305be8-cd55-4cfd-9661-fe36f5f81ce5,17c1c99f-c424-420e-8868-5ab21bafe8e5,store,5,711.3,8.18,2025-05-16T13:51:20.949210
caf0c854-990e-41d1-b680-13e0374d6750,78d4e439-fa45-4a8f-9594-3c1461777872,e68cd9b3-0f66-4719-b9c8-10a5e0acfc32,web,4,1716.4,1.65,2025-08-08T13:51:20.949249
aa9c5799-5b1c-4de9-8c3c-2738d72a3290,4c3b7dd1-c7ed-48ad-a424-3974280ffa05,6eae25b5-bfd1-445a-b0d8-86e5ef9604a3,store,3,1437.06,4.5,2026-03-30T13:51:20.949272
93685f2f-0cc2-4b6d-80e0-7b9963a9f60a,5b57c74e-573c-4427-abd3-d81ce726c936,9c0e36b8-29dc-48d8-9869-8d952c29dbdb,mobile,4,1194.92,15.45,2025-06-30T13:51:20.949286
8f4b6391-b2c8-4e81-92c7-3dd7865061ae,17b5440a-a8df-4fd5-997a-0921ee427014,17c1c99f-c424-420e-8868-5ab21bafe8e5,mobile,5,711.3,2.28,2026-02-17T13:51:20.949300
a3d87417-0fc6-4dfc-989a-cf2a53476cbe,96478114-3e95-4c71-adc2-4d8618801e09,168e2ef5-ab86-444e-ad38-6cbe82465e6a,web,3,270.18,15.2,2025-07-12T13:51:20.949314
6b82cafd-c387-438c-9d34-e20ad5047ae2,81c9fc48-3729-4936-b13b-53365da461ff,168e2ef5-ab86-444e-ad38-6cbe82465e6a,web,2,180.12,14.72,2025-09-10T13:51:20.949328
33499d5d-14f8-477a-a7f0-6e8ffe7d69db,fbce644f-c034-451d-a9da-e01919623f87,bff07f43-24a8-4d20-b9e9-6cac1ecce307,store,3,180.21,5.26,2026-03-30T13:51:20.949349
0b2482cc-3cb7-4204-829a-e64bc277ba8a,01345167-d5c6-442f-9e36-7a5740ee4bcf,1890b36f-a137-41e5-b5ed-1d9d565c4bd0,web,4,102.24,4.2,2026-02-14T13:51:20.949371
b5ad3f34-0733-4f4c-af27-2691316ab284,0aecb8b1-e5bf-4a41-88ed-1559a7e7a3a1,6c37ac7c-22fb-489b-9e12-ba964446997b,store,5,2219.3,3.32,2025-05-27T13:51:20.949385
826bce6b-a9f7-4a18-8cec-72f8c16ba3e7,45aafc55-589b-4421-813b-4d61aa30747f,56ad6e1f-0691-4acd-a3de-c8da072e3963,mobile,2,292.3,7.02,2026-03-16T13:51:20.949398
6965c1e7-ad3a-4a33-a4af-5406a642678b,e28f4770-6966-405d-a263-775367525a66,168e2ef5-ab86-444e-ad38-6cbe82465e6a,mobile,2,180.12,5.85,2025-11-01T13:51:20.949411
61ab2476-a0a2-4118-9196-34c9f22a5c75,51b8c361-d3b7-4bfc-a0c5-c15b2fc0a697,a47d64f7-a098-44b9-8c64-05a8c978779f,web,5,1529.1,2.71,2025-05-03T13:51:20.949425
99516d01-0b2e-4304-bbaf-d32f30df9999,0187210b-941d-4bad-b587-443bb52be2a0,e68cd9b3-0f66-4719-b9c8-10a5e0acfc32,mobile,1,429.1,2.54,2025-11-25T13:51:20.949438
b23345fe-4cb0-410a-8a49-cf2bab1ca3d9,0128dff7-59f2-4242-8cbc-aa2fd07f13b8,542e404c-f975-45bf-b793-249b8d15665d,mobile,2,214.84,6.44,2026-01-31T13:51:20.949452
e240192d-a51c-4a4e-b763-fb86bc9dfcb1,fd6dddea-61e9-40b1-9ccc-6fa3d1499f25,f6df0b45-6106-42d3-8c75-195d0ad4baee,mobile,4,1555.16,12.65,2026-02-02T13:51:20.949466
55b8bcb1-ae4a-4792-88ff-b466c68b0573,f6449f19-458b-444b-b1c6-fdab5901ee7d,e68cd9b3-0f66-4719-b9c8-10a5e0acfc32,web,4,1716.4,12.67,2025-08-27T13:51:20.949479
4fff4fbd-394f-4bb5-b750-16fa919f187d,c28076f1-629d-4e62-9dae-bd317892740b,1890b36f-a137-41e5-b5ed-1d9d565c4bd0,mobile,4,102.24,5.56,2025-07-26T13:51:20.949494
6c5fcb29-3de0-4f2e-aec6-8cac916e57bb,4169a5b1-d3ce-4a9a-9d4e-f35c958725e4,321b80eb-c6e9-42e0-a6f5-86598247acd3,store,4,1171.56,11.64,2025-08-09T13:51:20.949507
9eb9cabe-2d4c-46cb-9890-c2aed523461b,3e0f0892-3271-4349-a4d6-c5b43dd208f5,1890b36f-a137-41e5-b5ed-1d9d565c4bd0,mobile,4,102.24,13.95,2025-05-25T13:51:20.949545
806e767f-f8e4-42e6-aa6d-961355484014,2a6c32ce-d70a-4305-a174-d980455e126f,d5ee97fe-7203-4277-a432-29e8207ec8be,web,5,262.95,19.36,2025-09-24T13:51:20.949560
4347d5aa-814a-45f9-b7f0-869245a85a1c,54e0fdd2-0846-4239-b960-d6e6580496ae,56ad6e1f-0691-4acd-a3de-c8da072e3963,store,4,584.6,16.57,2025-11-29T13:51:20.949573
cfbe41f6-0982-4a16-aa21-6e50f2148181,897ea419-5205-4856-81b1-ab4a07c658a1,17c1c99f-c424-420e-8868-5ab21bafe8e5,mobile,5,711.3,17.05,2026-02-08T13:51:20.949587
7bf33b09-2f79-4672-a594-b8be70979129,706c92b2-4312-41a5-af08-065360ef288d,457d9d38-588b-41ff-8c67-d7258b51a8e6,web,1,416.4,12.52,2026-03-23T13:51:20.949600
ece689bd-6003-4857-8b1b-7a00da109fb0,b0b5d801-ca6b-405b-820c-269c6367bf13,7df8e284-e832-44a7-94ef-f17a4e5da9d6,web,1,89.69,8.83,2026-02-11T13:51:20.949614
f552f5a0-7183-48c0-8d31-39ac28048294,448a6e6d-f8d5-4ebc-bf46-f25be1b499c3,e19c753d-318c-4edb-b565-fc406c99c72c,web,2,392.5,17.64,2025-04-28T13:51:20.949627
1c236323-ddaa-410a-b458-acde07d38603,26c7cb26-7ff0-42e0-be22-ca8bac43dfda,9c0e36b8-29dc-48d8-9869-8d952c29dbdb,mobile,3,896.19,7.21,2026-02-27T13:51:20.949641
709bd3be-42b7-461f-a1dd-7a5e7246e09b,1c13764a-936b-493a-8635-7e1a3faff27d,321b80eb-c6e9-42e0-a6f5-86598247acd3,store,2,585.78,12.51,2026-03-20T13:51:20.949654
6fb9a309-eb4e-495f-81e0-85538b76909f,9c8a22ec-7e5f-474b-8e85-d6b34aea9e24,6eae25b5-bfd1-445a-b0d8-86e5ef9604a3,web,4,1916.08,14.07,2025-05-15T13:51:20.949667
3a95bceb-2f48-4149-a08a-95034c27cf58,448a6e6d-f8d5-4ebc-bf46-f25be1b499c3,56ad6e1f-0691-4acd-a3de-c8da072e3963,web,4,584.6,11.87,2026-03-07T13:51:20.949686
ecde760d-1138-4f29-b5d1-729e03e33f91,de68fb7c-314a-441e-8f92-23d7f49a490a,f1f6542b-4b3f-4e65-8d9a-766c8d57ad72,mobile,1,321.48,6.87,2026-04-11T13:51:20.949718
a3cc8610-0292-4c30-a97f-4eaff3dd58df,c201751d-3703-40ae-8b50-ef3cb48ddcf8,e19c753d-318c-4edb-b565-fc406c99c72c,web,2,392.5,4.58,2025-08-14T13:51:20.949758
8f5a6236-3613-4939-a640-2d15fe78b1c0,c2dc8b95-1cde-4bed-a268-3df956803335,08cb9e44-2170-4369-9ab2-a47e52847e6c,store,1,117.12,17.62,2025-11-06T13:51:20.949793
a15ff61d-2b70-4c65-8937-54989914496d,f81bcfa1-39d2-47e8-8236-8071706a6271,1308f602-c166-4cdc-868a-0b4938053d4d,mobile,2,64.88,2.86,2025-05-22T13:51:20.949823
abb64971-f933-4f76-9207-02230b2f0f63,82c6b92a-eacb-45ed-b8c3-430b0d490459,2341a1b6-ca76-4973-ad2e-4a906f9fd51d,mobile,1,117.6,3.28,2025-06-07T13:51:20.949854
6c5e677f-8c32-40ed-9a69-c2b2e6145791,3c0ec3bc-82a6-49b7-bc9b-7911b3f741a6,56ad6e1f-0691-4acd-a3de-c8da072e3963,mobile,2,292.3,13.73,2025-09-17T13:51:20.949883
139fc5ac-74aa-40bc-b84c-5e4417091a5e,6ca7f72e-570e-4750-8520-e4fb1d8434d1,56ad6e1f-0691-4acd-a3de-c8da072e3963,web,1,146.15,15.05,2026-02-23T13:51:20.949907
cd975ff6-2c66-41a8-9240-8554579d25a7,ac9d43e7-e4a4-4d8f-b14c-e805d4976edf,1308f602-c166-4cdc-868a-0b4938053d4d,store,3,97.32,15.82,2025-09-08T13:51:20.949921
43f1befd-ccd8-4b45-a135-0cc7f23f03ec,fd6dddea-61e9-40b1-9ccc-6fa3d1499f25,a47d64f7-a098-44b9-8c64-05a8c978779f,mobile,1,305.82,12.02,2025-12-09T13:51:20.949934
1fd27f0f-1a14-4980-b716-7c0da64b7f18,ebcca014-8ee1-48b0-8f73-19d476e0b3a8,a0de6626-305c-473f-946f-bec5e72fa2b2,store,1,367.56,4.11,2025-05-13T13:51:20.949947
db5f82a0-2352-433e-a85c-c9c4ffc0dbef,6e1cf5e7-7914-4d62-b2b0-b64a0772ac65,bdea1b76-1208-4a2f-b2e1-1aa8a5626500,store,2,616.92,12.92,2025-09-27T13:51:20.949961
e1bfcd34-7ece-4ba4-be6c-4b257d7df956,cd1b11ec-0996-4be8-8902-195674a27e17,bff07f43-24a8-4d20-b9e9-6cac1ecce307,web,4,240.28,4.82,2025-09-30T13:51:20.949974
6c516374-8658-4360-81d9-43debd8945ca,fcce4cc1-7186-4f54-85f6-10e497d9899f,d5ee97fe-7203-4277-a432-29e8207ec8be,store,5,262.95,18.68,2026-04-09T13:51:20.949989
e7bc0f35-71af-46de-b217-471ef9b8e17f,0af417b2-c439-4d9b-a97b-9e76de6515ea,1308f602-c166-4cdc-868a-0b4938053d4d,store,5,162.2,10.93,2025-09-12T13:51:20.950006
d9b75b7e-7bad-44af-9f01-630b1b1281f8,d8485234-37db-4394-ae90-cbf6891d00c3,0e9c5cdb-187a-4121-93cd-cd24adc53bc4,mobile,1,112.65,1.35,2026-04-07T13:51:20.950020
29aa9cab-a2fe-48eb-a32a-d59d2e3625df,3446f091-304c-48ee-8228-02b3d1c875dc,56ad6e1f-0691-4acd-a3de-c8da072e3963,store,1,146.15,10.13,2026-03-16T13:51:20.950034
10cdcf7e-4ad4-497f-b026-0760b6f4b9d6,f6449f19-458b-444b-b1c6-fdab5901ee7d,bdea1b76-1208-4a2f-b2e1-1aa8a5626500,mobile,4,1233.84,8.05,2025-09-11T13:51:20.950047
35e64f93-d79e-4f0a-b598-114942a41dcd,a8448f61-5b18-4c98-82b9-083ed705ce61,168e2ef5-ab86-444e-ad38-6cbe82465e6a,web,5,450.3,5.55,2025-06-04T13:51:20.950061
3005163b-4fdb-4ab8-a9e9-634a5aa4c22b,16e7deb1-5e07-4f9f-b198-5181d24733dd,1890b36f-a137-41e5-b5ed-1d9d565c4bd0,web,5,127.8,10.73,2026-01-01T13:51:20.950074
8d78dbe1-0f63-4207-a707-365040db5d77,6b1fe901-5849-41af-9f5a-20e3dd30b27e,d5ee97fe-7203-4277-a432-29e8207ec8be,store,3,157.77,14.6,2025-04-23T13:51:20.950086
c6299d05-1392-4257-9b19-59c143e10fd8,a177a8f2-78cc-4b69-8423-50b9e3c5cb7e,bff07f43-24a8-4d20-b9e9-6cac1ecce307,web,1,60.07,18.49,2025-12-11T13:51:20.950099
8a8e5ea5-4831-4342-90e9-ab0c5b8a0853,26073014-9b38-40c7-bdc5-0108e886fb39,7df8e284-e832-44a7-94ef-f17a4e5da9d6,web,5,448.45,6.19,2025-06-08T13:51:20.950113
e59c639d-02f9-4dd1-910a-36c5229aae86,3a0a8104-2429-4838-b9fb-61c66c54643d,24665074-3a11-4fcf-82f7-1d50a0b2580f,mobile,1,381.81,2.74,2026-04-09T13:51:20.950126
0dece6f8-353a-4b33-b511-0d427668dcff,540330b2-5f16-49dc-872a-7e8b69278d22,9c0e36b8-29dc-48d8-9869-8d952c29dbdb,mobile,4,1194.92,10.34,2025-10-20T13:51:20.950139
9d2c8423-fb62-401f-a2be-c35c303e07a3,f5f484ec-b164-4ceb-bb25-b1a7bd322661,11d7b21d-825c-442e-8c20-a64d4de4dd3c,web,2,114.76,15.0,2025-10-07T13:51:20.950152
9ffabfef-9e85-4db7-9df6-2e9ad264e8e6,fcde5f6e-e6d6-4d2d-b864-ca5cfe08fe46,a47d64f7-a098-44b9-8c64-05a8c978779f,store,1,305.82,16.14,2026-03-31T13:51:20.950166
6add8081-9d22-4743-93eb-9e6b992aa352,616ee21c-1141-485b-98f2-fdb0e48d66c0,1791a541-fe39-430b-9626-a24acd85e08e,mobile,1,271.72,19.5,2025-12-02T13:51:20.950179
56013f23-43ed-4dbb-a2dd-b960fc908b2e,f6449f19-458b-444b-b1c6-fdab5901ee7d,d5ee97fe-7203-4277-a432-29e8207ec8be,mobile,4,210.36,7.2,2025-08-25T13:51:20.950194
f1aed3ba-f06a-4b35-8afa-db73347db976,10a2df5c-33d0-4125-922e-bf481cd31fd5,2341a1b6-ca76-4973-ad2e-4a906f9fd51d,web,2,235.2,5.1,2025-10-09T13:51:20.950207
a33095fc-8560-4c42-9e21-f9282226f9bd,083e8a6f-8f77-46a2-9c02-e6aed9548dfb,2341a1b6-ca76-4973-ad2e-4a906f9fd51d,mobile,1,117.6,10.18,2025-12-20T13:51:20.950221
663d2758-14e8-4f82-b138-6b4eca8c3e9d,1bf5ec6f-1fb7-41ba-8561-83bd4b958e3f,79634690-8c5c-4240-8205-82b10c85c886,store,2,646.62,7.28,2026-03-23T13:51:20.950233
0fa8717c-72e5-49c0-a624-4254a2833a6c,39d21055-64ab-4312-b0c0-d7ddc3e6fe12,08f682e0-0949-4d7f-9c1a-36bb48342221,mobile,2,431.1,16.06,2026-03-28T13:51:20.950248
5da55779-5d18-4a54-ace6-c0359b71fa7a,63c5d37e-dcd5-4139-8a69-7e16620a0f45,e68cd9b3-0f66-4719-b9c8-10a5e0acfc32,web,2,858.2,8.33,2025-11-02T13:51:20.950265
41b69722-b0b3-46ed-801f-f905aff7f3f6,de09c21b-2790-4f59-98f6-c678497d35f8,905f2110-caca-46ad-b1fc-61c3fda110f1,mobile,3,145.8,7.46,2026-03-07T13:51:20.950283
a867bab7-1799-427b-a6c9-a629f9abdc68,f556570a-83d4-4f36-bcdc-aa50e4af7c10,69b6bb4a-cfaa-4878-91ae-e146f31c1955,mobile,2,683.14,19.63,2025-12-22T13:51:20.950314
f4d00e3c-7104-4249-8122-fd676f95f5c6,f65d479b-25d8-4802-84c9-42567ffe5a6e,f6df0b45-6106-42d3-8c75-195d0ad4baee,store,1,388.79,15.47,2025-08-20T13:51:20.950337
429cfc98-2295-4870-ab06-421ddc5f7d90,a1674076-3038-4d42-97bd-ba83e6a52720,905f2110-caca-46ad-b1fc-61c3fda110f1,store,1,48.6,0.16,2025-07-06T13:51:20.950351
e63eea00-542c-4bd3-bf73-b4e9e28b8e19,039c9b20-dd1e-4d98-ac25-be384c76f160,a0de6626-305c-473f-946f-bec5e72fa2b2,mobile,5,1837.8,12.45,2025-11-11T13:51:20.950364
3cd1146b-acef-4ec5-8a01-f3d7c2b8eeb7,9d57b2f2-8959-4ba6-a225-7aae14a7ca35,321b80eb-c6e9-42e0-a6f5-86598247acd3,web,5,1464.45,14.65,2025-08-06T13:51:20.950377
4c6b2100-1cbf-4db7-8471-3f30cb1b333a,a297e636-369b-47d2-b6d9-e19bf136f198,bff07f43-24a8-4d20-b9e9-6cac1ecce307,store,2,120.14,0.48,2026-04-12T13:51:20.950390
f34904fc-ea87-47fd-81b7-17eef4c597ff,c69c213c-78e1-4bab-9a52-334bd420ad6d,6c37ac7c-22fb-489b-9e12-ba964446997b,web,1,443.86,15.18,2025-10-26T13:51:20.950404
dd6ddace-7dbe-4691-8044-dd60b99fd7ea,dd438a1f-d050-4e92-8063-444c9b52b2e1,053f89ae-21b6-4267-baf4-f4be573d366f,mobile,1,71.15,19.66,2025-12-31T13:51:20.950418
2f1f0fa3-9681-4948-a306-24e74a17d77f,d5327b4f-92bb-47e0-8591-523fd0425dda,ca3df109-0f94-4c65-bb50-5e247fa97614,mobile,1,353.88,5.6,2026-02-02T13:51:20.950431
bed1f63a-8794-47ce-bb14-17fae909935c,1bf5ec6f-1fb7-41ba-8561-83bd4b958e3f,6eae25b5-bfd1-445a-b0d8-86e5ef9604a3,mobile,5,2395.1,17.91,2025-09-16T13:51:20.950444
3e145eb4-e9a2-4487-bc14-2e33349b4de9,f034c227-4c36-4efd-aaf6-21c60e1aa1f6,1890b36f-a137-41e5-b5ed-1d9d565c4bd0,mobile,5,127.8,2.67,2026-02-26T13:51:20.950456
0bc40edc-a6de-45cc-9683-70e455aa3166,eb42c702-fa41-44fc-bdd9-249a90c13937,f6df0b45-6106-42d3-8c75-195d0ad4baee,mobile,1,388.79,1.25,2025-06-16T13:51:20.950469
1c9125be-1a5f-45ce-aa74-ed9c09b76919,66008cc3-2699-4807-9a2a-082a6a036e54,542e404c-f975-45bf-b793-249b8d15665d,store,2,214.84,17.02,2025-11-17T13:51:20.950482
53914ad0-084d-4c7e-9328-38ba15979ccb,1a545b76-5860-41b1-baaa-3e68e201641e,f6df0b45-6106-42d3-8c75-195d0ad4baee,store,3,1166.37,5.44,2025-11-04T13:51:20.950495
ca48942f-9cb2-49da-a660-f1f9510c7b0a,d7b7e2da-9059-4d56-ae4f-90db25a23b66,ad1fb5ee-a91c-4991-9341-e395d2beecef,web,2,704.16,3.11,2025-06-20T13:51:20.950508
deaf7307-426b-4d1c-9370-f7ad656b3179,2d085040-be9a-497e-812b-d0c170b17e58,f1f6542b-4b3f-4e65-8d9a-766c8d57ad72,store,4,1285.92,2.41,2025-11-06T13:51:20.950538
68d42679-0a42-4f55-9375-f14088f7d743,181f6def-75b2-4650-8010-6b2d2c405278,56ad6e1f-0691-4acd-a3de-c8da072e3963,store,4,584.6,5.3,2025-11-09T13:51:20.950562
12a012a8-108c-43da-8b86-f29d4ed8d1e3,c201751d-3703-40ae-8b50-ef3cb48ddcf8,1890b36f-a137-41e5-b5ed-1d9d565c4bd0,store,2,51.12,16.53,2025-04-29T13:51:20.950580
2311ad22-84fc-4ae0-a066-de1494d3b00b,b3b9c473-d479-4061-9770-ea72c7a0d95c,944989d7-0474-4130-959f-c793bf62259e,web,2,238.72,1.82,2025-10-30T13:51:20.950601
49ddc932-867d-4db5-880b-0d838d34ea23,5b737127-dd4b-42d2-8e51-24ce5e175dba,6c37ac7c-22fb-489b-9e12-ba964446997b,web,4,1775.44,13.54,2025-07-27T13:51:20.950616
adaa5c4e-6fb3-468d-a087-2a99b287cd6d,8731ca65-1e1e-4850-a464-1901c9b19bd4,24665074-3a11-4fcf-82f7-1d50a0b2580f,store,1,381.81,11.12,2025-09-20T13:51:20.950629
506aef95-b0b5-45de-877a-38776611649c,ef8b891a-8f31-48c0-87ec-dd90e192da22,bff07f43-24a8-4d20-b9e9-6cac1ecce307,web,1,60.07,16.08,2025-08-22T13:51:20.950642
49b26631-55a4-4e2a-b349-9c2b0d76e7ba,45aafc55-589b-4421-813b-4d61aa30747f,28de6b67-c5da-4fd9-9ae6-64f199eb885d,web,1,304.98,2.61,2026-03-15T13:51:20.950655
036459e3-2a00-4e5c-a90b-9f30df4d03b4,f5f484ec-b164-4ceb-bb25-b1a7bd322661,f6df0b45-6106-42d3-8c75-195d0ad4baee,mobile,3,1166.37,18.75,2025-04-29T13:51:20.950668
75580aac-e0e9-454a-aab2-b526de3cfec2,ae5fe4b9-a9aa-4f59-b42b-46e5f2468402,11d7b21d-825c-442e-8c20-a64d4de4dd3c,web,1,57.38,3.96,2026-04-04T13:51:20.950681
b38d3f87-8841-430c-9879-2d40dd3ee9fc,325a16f2-810b-43e0-b3fa-e2d5e3c13093,f1f6542b-4b3f-4e65-8d9a-766c8d57ad72,store,2,642.96,2.45,2026-02-27T13:51:20.950695
f1cfd5c7-6e47-4d85-bc2d-c46f71e00a9e,0f4e0175-34a6-491e-bf85-2bbc0c78acd4,7df8e284-e832-44a7-94ef-f17a4e5da9d6,mobile,1,89.69,8.66,2026-01-19T13:51:20.950708
21568ee1-fb32-4a0a-b0e2-0a553e52506e,739dee87-b56f-4b08-a7f9-6c85d6818fe3,f6df0b45-6106-42d3-8c75-195d0ad4baee,store,4,1555.16,13.66,2026-03-31T13:51:20.950721
3e2966bf-167e-4f07-ad15-440dcb1adfa9,d8485234-37db-4394-ae90-cbf6891d00c3,6c37ac7c-22fb-489b-9e12-ba964446997b,store,2,887.72,5.6,2026-01-10T13:51:20.950734
751ae1c0-653b-47d4-bbb2-66ea613d8a67,81444fcd-e4cb-4181-9eb5-0f0c87ce0dd7,08f682e0-0949-4d7f-9c1a-36bb48342221,mobile,1,215.55,12.34,2025-06-05T13:51:20.950747
