user_id,liked_categories,interests,followers,platform
fe8004db-ae57-4bee-a0a8-df5308934a24,"Health,Grocery,Footwear","tech,fitness,travel,music",5601,twitter
205c75d8-28e9-4d23-8dcb-9138a6caf086,"Footwear,Health,Grocery,Electronics","cooking,fitness",6221,instagram
c59d268a-6f92-4a9c-9055-5dc476e1c531,"Footwear,Apparel,Sports,Electronics","wellness,music,tech,fitness",3664,facebook
de68fb7c-314a-441e-8f92-23d7f49a490a,Grocery,"tech,travel,wellness",318,twitter
a539424b-3bc3-488a-86dd-c9667b50b118,"Apparel,Footwear",gaming,2958,instagram
285b0a46-ec54-4ca2-b675-3bcd0a09e21a,"Apparel,Footwear,Health,Electronics",gaming,5168,facebook
f81bcfa1-39d2-47e8-8236-8071706a6271,"Grocery,Electronics,Footwear","travel,tech",8561,instagram
b6bae32c-417a-4606-ab1f-a80de57064d7,"Sports,Electronics","gaming,tech,cooking,fitness",5377,instagram
a2db16fd-ba72-4f0b-9305-a8b470f9b0fa,"Books,Health,Electronics,Footwear",travel,8471,twitter
d5327b4f-92bb-47e0-8591-523fd0425dda,"Grocery,Books,Health,Electronics",tech,9574,instagram
f1e85f7e-0df4-4232-b450-87ea70eaed9e,"Footwear,Health","tech,cooking",6568,instagram
f45b6dd0-1af6-4a35-8377-7ab4e1b51575,"Books,Grocery,Footwear",gaming,9942,twitter
d59d067c-81ef-43c0-8749-a85d38c15ba1,"Footwear,Sports,Apparel,Electronics","fitness,fashion,travel,wellness",487,facebook
0128dff7-59f2-4242-8cbc-aa2fd07f13b8,Electronics,cooking,7066,twitter
ff3bc83f-7267-4530-ae44-86792304c864,"Books,Apparel,Sports,Electronics","wellness,fitness",3650,twitter
9b66b8f5-ba94-4ffa-9d5d-1385fe996de7,"Sports,Books,Grocery,Footwear",music,8578,facebook
71dd238d-4040-4247-9b73-eff211153a97,"Grocery,Apparel","travel,music,wellness,fashion",8449,twitter
1b83c826-b10a-4344-9e73-15b5b96a5b58,"Sports,Grocery,Footwear","music,cooking",4886,twitter
d010c452-9bd9-44e7-b595-21b37cd41c07,"Footwear,Sports","fashion,fitness,wellness,tech",4200,instagram
38881b64-3e38-4b34-bf33-d8f08e89bdb5,"Sports,Books",fitness,9427,facebook
c69c213c-78e1-4bab-9a52-334bd420ad6d,"Health,Sports,Grocery,Footwear",fitness,3952,twitter
0ebad927-eae2-4b88-a206-9da927294c87,"Sports,Grocery,Apparel","fashion,tech,cooking,music",9991,twitter
083e8a6f-8f77-46a2-9c02-e6aed9548dfb,"Footwear,Sports","fashion,travel,tech",8462,instagram
4169a5b1-d3ce-4a9a-9d4e-f35c958725e4,"Health,Sports,Apparel,Books",tech,1269,facebook
c28076f1-629d-4e62-9dae-bd317892740b,Footwear,fitness,2990,instagram
c1207f04-88b4-4471-845c-87ac01dd5ff3,"Apparel,Health","gaming,music,fitness",3314,instagram
ea4f8aeb-9ef4-46ca-953e-5e309b9171ca,"Sports,Grocery","music,travel",9485,facebook
4220b0ed-148d-4a5e-ac8f-7593460ab12d,"Books,Grocery","tech,fitness,gaming",9990,instagram
45aafc55-589b-4421-813b-4d61aa30747f,Footwear,"cooking,gaming",741,twitter
5034622a-2469-4dba-9e13-706f0eafd0c5,"Books,Electronics,Health","fitness,fashion,cooking",3404,facebook
c965e9c5-69cf-4549-9341-be2f2bdff784,"Apparel,Electronics","tech,fitness",9930,twitter
0df92083-a3d8-4e5d-9db9-671c8cbb8682,"Health,Electronics",cooking,3133,facebook
124fdab2-2639-4150-91cf-625e1a170d06,Footwear,"fashion,fitness,travel",9449,facebook
3353b7da-6f12-42f1-9424-fbde65b4b5f8,"Health,Electronics,Sports","travel,fitness",2113,twitter
05936011-9e61-41c0-bc67-638eee4f08eb,"Apparel,Electronics,Sports,Books","gaming,music,wellness",4864,twitter
ae5fe4b9-a9aa-4f59-b42b-46e5f2468402,"Grocery,Sports,Health",cooking,3242,twitter
6348aef4-0c22-4f32-82aa-af99e49beca1,"Apparel,Books,Footwear",music,7881,twitter
aeba8343-1c08-4938-bff0-4056adb1a9f6,"Apparel,Grocery","music,cooking,fashion,fitness",2585,twitter
5616721d-0a88-4f6c-b9ec-f604a0e9cde9,"Footwear,Books","tech,fashion,fitness,music",1038,facebook
bdab1d19-8ba7-4bfc-a5ad-61087bba98d6,"Electronics,Books,Footwear,Health","tech,fashion,fitness,cooking",9454,twitter
10a2df5c-33d0-4125-922e-bf481cd31fd5,"Electronics,Sports,Apparel","cooking,gaming",7621,instagram
ae5747f6-5be4-4adc-a70e-6a7af4e70c23,"Electronics,Health,Grocery","tech,travel,cooking",9062,instagram
eeece404-f5ee-44d3-8c8e-509650cb644a,"Grocery,Sports,Health,Electronics","fitness,music,cooking,fashion",2426,instagram
78db3675-7801-4394-8e2b-4f1fde6f6636,"Apparel,Footwear,Grocery,Books",wellness,7833,twitter
90a4a608-cd97-4173-87a3-ad27a512c33e,"Footwear,Apparel,Electronics",fitness,7140,twitter
2ec98caa-fbcb-44c8-9be4-a2b9a927b42d,"Sports,Grocery,Electronics,Books","wellness,fashion,music,cooking",7489,twitter
0179c606-5228-495f-bf48-438074367fba,"Electronics,Grocery","wellness,travel",7921,instagram
54e0fdd2-0846-4239-b960-d6e6580496ae,"Health,Grocery,Sports,Apparel","fitness,fashion,gaming",1027,instagram
ab9746c7-803a-4cf1-9ab2-b32655c44619,"Sports,Books","gaming,fitness",4820,twitter
7973b72a-555e-4256-a39e-9b40be1a259d,"Footwear,Grocery,Health","tech,fitness,travel,music",5074,twitter
8de4ba42-f9cc-4561-9d63-a626e4997a50,Health,"music,fashion,gaming",6131,instagram
edcd837f-7b30-4f33-b321-66343954be91,Books,"music,fashion,travel,gaming",8493,instagram
81444fcd-e4cb-4181-9eb5-0f0c87ce0dd7,"Electronics,Apparel","tech,travel,fashion,cooking",5072,twitter
0a9d7983-6f35-4787-b27b-e0aca049aff4,"Health,Sports","gaming,cooking,fitness",3565,instagram
e1269dc6-362b-4eb3-bbfd-898d81402a48,"Apparel,Books,Health","gaming,wellness",4961,twitter
ef8b891a-8f31-48c0-87ec-dd90e192da22,"Grocery,Apparel","tech,music,travel,gaming",7813,facebook
207fbd9f-e63c-4a9c-b32d-dd00c57794da,"Sports,Books,Footwear,Apparel",gaming,9567,twitter
b404a8e7-16e4-4439-a553-4fc2473a176b,Health,"wellness,music,cooking",2413,facebook
01345167-d5c6-442f-9e36-7a5740ee4bcf,"Sports,Electronics,Grocery","cooking,fashion",1500,facebook
5811146f-e353-4d97-be9b-134b231bf480,"Footwear,Health,Grocery,Apparel","wellness,gaming,travel,music",921,facebook
358a9a69-4053-46f2-a165-b9bfb7aef8e6,"Health,Grocery","gaming,cooking,tech,wellness",7534,instagram
64fd2fb3-4de5-4dec-b89a-7ad24fb60fbf,Health,fashion,3769,facebook
b9accf07-4584-4144-9b58-f58271dc0b61,Sports,"tech,fitness",865,instagram
7fc349aa-f17a-4f08-9eec-fab40d4f299b,Books,"music,tech,gaming",7139,instagram
62333fd8-0787-4f08-8f24-0bd988d5394f,"Apparel,Books,Electronics",tech,3785,twitter
80a6b929-e1f9-4b9b-b8ea-5c1b93b29273,"Footwear,Apparel","fashion,wellness,fitness,gaming",3727,instagram
399dd347-bbce-4207-aac1-1923f065145e,"Grocery,Sports,Books",music,8869,instagram
13827467-0bd2-4e34-876c-8bb8ec7a0c88,"Books,Footwear",tech,6578,twitter
7093f3f7-0a13-433d-ac30-374888d8fff3,"Health,Sports","gaming,fitness,travel",5464,twitter
0aecb8b1-e5bf-4a41-88ed-1559a7e7a3a1,"Grocery,Apparel,Footwear","gaming,tech",8772,instagram
a221350b-2da3-45e2-b548-7a7cef3f240c,"Books,Apparel,Sports,Grocery",fitness,1558,facebook
5f9a2f01-073f-4576-a173-61c06b068554,Sports,travel,7541,facebook
29dc093f-722e-4320-8b1c-a48df552bdf8,"Sports,Health,Electronics","fitness,fashion,travel",4674,facebook
d8a407c5-77a8-4d42-8b41-ca20287cf760,"Apparel,Sports",fashion,988,facebook
f4a16aad-10c8-456d-a7e3-f8f2fd704455,"Grocery,Footwear","fitness,music,tech",4579,instagram
e20398c7-b82b-42e3-9336-71ccbdfea714,"Sports,Books,Apparel,Electronics","music,cooking,fitness,tech",3811,instagram
4ec84b5f-b09d-47ae-b377-aa007382cd8e,"Electronics,Apparel,Health","wellness,fashion",2205,facebook
934582b4-4335-41ae-8710-77f29f6f6c81,"Grocery,Books,Health,Electronics",fashion,3226,instagram
608deb86-6661-4f77-bb41-aecc5e51f64a,"Sports,Footwear,Books,Grocery",wellness,458,twitter
327977bd-0cc0-4e37-a898-be7b1668b132,"Grocery,Footwear,Electronics","fashion,travel,tech",8148,twitter
a22427fa-587c-4ef8-ac58-a71016ef9984,"Health,Electronics,Sports","cooking,gaming,travel,fitness",8199,twitter
84d1dfb4-674d-49fb-b335-c37a563eaa93,"Sports,Health,Books,Apparel","fitness,tech",2764,twitter
6e1cf5e7-7914-4d62-b2b0-b64a0772ac65,Sports,"tech,music,fashion,fitness",6586,twitter
853320e2-2a2e-4c3f-adc1-dda36244a5bf,"Grocery,Electronics,Apparel",fitness,8510,twitter
3e0f0892-3271-4349-a4d6-c5b43dd208f5,"Apparel,Grocery","fashion,fitness,tech",6505,twitter
0ffa2fd2-7b2b-4401-b033-eccfd8ef021c,"Health,Electronics","cooking,gaming,fashion,wellness",1343,instagram
f6f84d4a-8f74-45a9-8dca-f2861185f737,"Apparel,Health,Sports,Grocery",wellness,8849,twitter
27cdacc1-7d04-4490-b295-5991e94f9f5e,"Sports,Electronics","travel,tech",5298,twitter
8d828bfe-e76a-4489-8c2c-8660db2e545a,"Books,Grocery","travel,wellness",3932,twitter
94b600f4-25f6-4f09-953a-1f6a8db7a88f,"Electronics,Grocery,Books","fitness,gaming,music,fashion",808,facebook
6c3db998-9cb9-4c30-9190-235dca95b547,"Books,Apparel",music,7435,instagram
78d4e439-fa45-4a8f-9594-3c1461777872,Electronics,"travel,cooking,fashion,fitness",4616,facebook
e25f4035-459a-430c-a3b0-ae644d2ee520,"Apparel,Sports","fitness,tech",5120,twitter
370f0855-85f1-477f-8f8e-0f1980e8cfc6,Grocery,"music,fitness,gaming",4957,facebook
5e641a6b-eeb5-414b-809f-987cfa2b1224,"Grocery,Sports,Footwear","tech,wellness,fitness",8520,facebook
eb411509-29e2-4223-b53d-22fb38b6fbcf,"Sports,Books,Grocery","gaming,travel,fashion",8584,instagram
cf767ff6-17c9-4be0-a435-939dd95f7f2b,"Health,Footwear,Books","travel,wellness",7927,twitter
be029ce5-cd24-42ad-8779-03ff5f9f714b,"Footwear,Books","fashion,music,travel,gaming",2757,twitter
efea988a-5ab4-4061-a010-1c03b054328b,"Health,Apparel,Electronics",travel,574,twitter
67da80eb-8c00-4328-9bd2-9b409e254a97,"Books,Electronics,Health",gaming,7814,facebook
255cee46-53c9-4156-a455-fc71aaeb939f,"Grocery,Health,Electronics",fashion,625,facebook
8369c1b7-e066-4496-95c8-c4798a0240e4,Electronics,gaming,2448,facebook
aec97b20-5ba5-49c5-825e-394baa6577c2,"Books,Health",music,6132,facebook
ecf80b21-a29e-48cc-aeed-993c3d386c46,"Apparel,Electronics,Sports,Health","wellness,tech",7890,facebook
980e4b8c-94c3-4334-bcf6-5106b7ec56c1,Apparel,"fashion,tech",286,twitter
1b23ba1c-10e6-4969-af23-0bc504b3ce59,"Electronics,Health,Footwear,Books","music,fitness,fashion,wellness",7986,facebook
1317509d-d5f2-4937-b745-e8344d4b202a,Grocery,"music,travel",9752,twitter
2c8ea884-611e-4c1c-8bfc-fb572f76ea57,"Grocery,Footwear,Apparel",fashion,2032,instagram
3e180188-758e-4f82-bfe5-3ce6dbd03f62,Sports,"music,wellness,fashion,tech",9586,facebook
63c5d37e-dcd5-4139-8a69-7e16620a0f45,Grocery,fitness,5001,instagram
f5f484ec-b164-4ceb-bb25-b1a7bd322661,Apparel,"wellness,tech,cooking",3548,twitter
058c636f-b73c-4bd9-bd6a-134962a13206,"Electronics,Apparel,Books","gaming,wellness",1637,facebook
1ad0c269-9ca7-41f3-92b2-3f548e7fa43c,"Health,Apparel",cooking,7018,instagram
32ffa999-0fab-4f21-8377-940aa0f754eb,Footwear,"fashion,cooking,tech,travel",1731,twitter
68fcba4b-67dc-40a5-b324-7628db4cddbb,"Electronics,Footwear,Apparel,Books","gaming,fitness",5345,twitter
ae851670-1c59-4e22-9edd-1d3d7b880e7c,"Sports,Apparel,Health,Footwear",tech,981,twitter
5ea34c47-e02d-45ce-bbe2-3ae31540f714,"Books,Sports",gaming,9882,twitter
486e7590-a65d-4b51-90c2-c0656ce8f42e,"Electronics,Sports,Footwear,Health","wellness,travel",2225,twitter
e126d0cb-6e82-4a85-b85f-f2678181bce6,Sports,"travel,tech",823,instagram
00e32ae3-176f-46d2-894c-5504a1bdace4,"Electronics,Apparel,Grocery,Sports","tech,wellness,fitness",9233,instagram
87554c20-10a5-4d5b-a814-26d32d96bfcc,"Electronics,Grocery,Books,Footwear","gaming,tech",3117,twitter
42739148-1263-40e6-8a79-44cde3b55420,"Footwear,Books,Grocery","music,cooking,travel",8489,facebook
1bf5ec6f-1fb7-41ba-8561-83bd4b958e3f,"Sports,Footwear,Grocery,Health","wellness,tech,cooking",2332,twitter
c7d6cbcc-8efc-429b-a460-4d3d2147967b,"Footwear,Apparel,Sports,Grocery","gaming,fitness,tech,fashion",5523,instagram
d6de87d1-6cf1-400d-8b1d-d8af4573a316,"Grocery,Footwear,Sports,Health","gaming,tech",8611,instagram
5a523974-ed22-4369-bcef-5a8a76366df3,"Footwear,Books,Health",gaming,2317,facebook
032cac28-42f5-4e97-be1e-7846737d3d0c,"Health,Grocery,Electronics,Footwear","travel,wellness,gaming,fitness",8879,facebook
6ca7f72e-570e-4750-8520-e4fb1d8434d1,"Footwear,Electronics","fitness,music",9618,twitter
abb8399d-d557-4b20-a585-bdc3cbf9c14d,Footwear,"tech,cooking",5787,facebook
9250bcb7-8e85-4859-9210-77e4d80ea8af,"Books,Footwear,Health","fitness,cooking,fashion",9611,twitter
a25735b8-5c51-4599-aa6b-d519ac2f083a,"Books,Grocery,Sports","gaming,cooking,tech",9930,twitter
8290b56a-c317-4563-a6ed-d3324c017372,"Electronics,Apparel,Footwear,Health",gaming,1950,facebook
de18f223-7a95-47d7-892b-230c0354b118,"Footwear,Apparel,Electronics,Health","travel,cooking",7427,instagram
268931fe-8542-4672-96bb-6177eaab9ebb,"Books,Electronics","cooking,music",3353,twitter
72cb36c3-7d29-445a-be42-baccbe7f0659,Apparel,"travel,music",5254,twitter
0af417b2-c439-4d9b-a97b-9e76de6515ea,"Sports,Health,Grocery","fitness,music,tech,fashion",3123,facebook
9258f655-3c64-4155-acfb-ce47710a63f6,"Health,Grocery,Footwear",cooking,3470,twitter
0243414e-22d6-4838-af16-077df8d8686f,Grocery,travel,6382,instagram
4b60a00d-31c4-4bfd-b30d-a2d859396ec2,Health,"tech,travel,fashion,wellness",1301,twitter
17b5440a-a8df-4fd5-997a-0921ee427014,"Grocery,Apparel","fashion,cooking,fitness",6056,twitter
6b392f66-a330-4f27-b492-3b50aac92199,Books,"wellness,gaming,tech",1394,facebook
66008cc3-2699-4807-9a2a-082a6a036e54,"Grocery,Footwear","travel,wellness",3759,facebook
ce9ec809-07f0-4c7d-bac2-93ca4b323b9d,"Health,Apparel,Grocery",music,9599,twitter
16e7deb1-5e07-4f9f-b198-5181d24733dd,"Health,Sports,Books,Electronics","fashion,wellness,tech",4332,twitter
739dee87-b56f-4b08-a7f9-6c85d6818fe3,Grocery,wellness,1311,instagram
25f511db-8e77-4fc1-b6e3-9e44765a64bb,"Grocery,Electronics","wellness,tech,gaming",8969,twitter
f36fccea-2534-4b79-a552-2ebb363bad1a,"Footwear,Health,Electronics,Grocery",gaming,7174,facebook
ed724f87-0665-460b-a58e-8e84c942f5a5,Footwear,fashion,1924,instagram
8731ca65-1e1e-4850-a464-1901c9b19bd4,"Apparel,Grocery,Health,Footwear","fitness,music,cooking",1353,instagram
8ccd0f15-fc71-4c67-ad0e-2f8a0beac395,"Apparel,Grocery",fitness,9471,instagram
2720b663-694c-4910-8683-0abccd50e8d7,"Footwear,Books,Sports,Health",tech,7141,facebook
616ee21c-1141-485b-98f2-fdb0e48d66c0,"Sports,Health,Footwear","cooking,gaming",121,instagram
008f3c83-68c5-44b4-8a91-226b4738b52d,"Grocery,Footwear,Apparel",gaming,9599,twitter
3cae7953-c156-471c-9a5f-92f3526f83e4,"Sports,Health,Grocery",gaming,9091,facebook
6f391870-9416-4da1-a5a1-4a2f0be76e0e,Apparel,fashion,1082,instagram
d211948e-8e58-4cae-862a-3e11e5fe3f2d,Footwear,fashion,7579,instagram
b0a631a6-9bfd-4a8c-8c49-40dba41cc45c,"Books,Footwear,Grocery,Apparel","wellness,music,fashion,cooking",9676,twitter
3436f083-badb-42e6-b67e-49a63fe80587,"Books,Apparel,Footwear",music,9127,instagram
fbce644f-c034-451d-a9da-e01919623f87,"Grocery,Health","tech,music,fashion",4757,twitter
a8448f61-5b18-4c98-82b9-083ed705ce61,"Books,Health,Grocery","tech,wellness,music,cooking",2414,facebook
255c4ea4-afab-4c32-a4e0-91d634e91b6a,"Sports,Apparel,Books",gaming,5908,facebook
c08b7d80-81ef-4d20-ae7b-8a8d690a6465,"Sports,Electronics,Apparel","fitness,cooking,travel",6264,instagram
d3dcaad1-9e4d-4862-b064-aa7e02b5f7a7,"Footwear,Apparel,Grocery","travel,wellness",9309,facebook
fd53e197-4f2b-48cb-a11c-472fec150252,"Electronics,Footwear,Books","fashion,wellness",4463,facebook
3a9aea0a-65d8-411d-a515-5239f165ec5d,Electronics,music,4246,instagram
736e89ee-fcda-459e-a2e7-ecbf43f4404b,"Electronics,Sports","cooking,music,fitness",3504,facebook
5ac0a3cf-2c26-41de-a57f-27a7ff60dd55,Grocery,"wellness,fashion,music",5806,instagram
325a16f2-810b-43e0-b3fa-e2d5e3c13093,"Books,Health,Electronics",tech,7666,facebook
675701f2-8821-48a1-b6cd-c7205873c1e2,"Sports,Health,Electronics","music,cooking",3166,facebook
72595032-530c-40ee-b0f0-4ba91d52b77a,"Sports,Grocery,Footwear",travel,6510,twitter
ece47cd8-cb49-4524-9386-ce6691914b6e,"Apparel,Grocery,Books,Footwear","music,tech",6219,twitter
5b57c74e-573c-4427-abd3-d81ce726c936,"Apparel,Footwear,Grocery,Electronics",wellness,2619,instagram
37719c60-2dce-4f9d-ac9f-4aa5da5bbcd8,"Sports,Grocery,Books",gaming,7170,twitter
d8485234-37db-4394-ae90-cbf6891d00c3,"Apparel,Footwear,Books","cooking,tech,fitness",4692,twitter
d2d0328c-6454-4cfc-8e07-f86be9061924,"Books,Health,Grocery,Footwear",travel,918,facebook
1234b85a-6c0e-42b9-8953-1aa40eca3434,Electronics,"cooking,wellness,fashion",7199,twitter
a92984c0-2022-4ff4-9915-d94264c7fd2a,"Grocery,Footwear","gaming,travel",8112,twitter
53e0275c-fc42-4900-a0ea-d5048e14d832,Health,"travel,fashion",1843,twitter
5e1fa70f-19c4-4eff-8b14-2c1bc4836ad4,"Apparel,Footwear","gaming,tech",2829,facebook
4829a140-3157-48b9-87d5-344eb58b6325,"Sports,Electronics,Books,Grocery","music,gaming,cooking,travel",8046,instagram
f147feb5-d760-42b9-978a-4c7d74aa903a,"Sports,Apparel,Health","cooking,fashion,fitness,travel",6114,instagram
48186108-5140-477d-8d9c-59cf0f3db172,"Grocery,Apparel,Books","tech,cooking",6732,twitter
a217c9df-5a7e-43b6-a2e1-a6a71f171b05,"Grocery,Footwear","gaming,fashion,wellness",2583,facebook
f6449f19-458b-444b-b1c6-fdab5901ee7d,Books,fitness,8222,facebook
8757f80d-81ed-4e4f-a7d0-dd997cfdac05,"Sports,Grocery,Health,Books","fitness,fashion,cooking,wellness",354,facebook
c2dc8b95-1cde-4bed-a268-3df956803335,"Health,Apparel,Sports,Footwear","wellness,travel,cooking",7720,facebook
1b01f236-b755-4298-ae6c-63febc013b50,"Grocery,Sports,Electronics,Health",fashion,7396,instagram
a1674076-3038-4d42-97bd-ba83e6a52720,Footwear,"fashion,gaming,cooking,wellness",1203,instagram
fcde5f6e-e6d6-4d2d-b864-ca5cfe08fe46,"Apparel,Sports,Books","fashion,wellness,fitness,music",4374,facebook
2e1846b9-5efb-4df6-9fa0-b8de321d8ce9,Footwear,fitness,9912,facebook
8e2a7aa8-8e6c-4b41-9ba3-9577be455dc7,Grocery,"cooking,gaming,wellness",7246,twitter
c8bc6461-f15e-48de-b1ae-15a4fb815418,"Apparel,Grocery,Health","fashion,music,tech",5770,instagram
dfd88f4a-881a-4321-818c-18b086464918,"Electronics,Sports","wellness,gaming",3916,twitter
b0b5d801-ca6b-405b-820c-269c6367bf13,"Electronics,Sports",gaming,7903,facebook
00f19281-9ad5-4f42-a8c1-0691767a4db1,"Electronics,Books,Sports,Grocery","travel,cooking,wellness,fitness",9079,facebook
def31f26-998a-4ab5-805e-1a02aac4ed26,Footwear,"fashion,cooking",8955,instagram
e35fef50-cb52-412f-8c9d-fbe01e30d289,"Sports,Books,Apparel,Footwear","gaming,travel,tech,fitness",549,facebook
26f752ae-cb28-42e6-8109-575dcebe96fb,Apparel,"fitness,wellness,travel",7288,facebook
ccc80586-f348-4f03-85eb-7da4adedccb4,Health,"wellness,tech,cooking,gaming",4087,twitter
0dd9e3a0-993b-425d-814d-c34301fb337f,Electronics,fitness,428,facebook
d644d7f1-f084-4ec8-a9ef-a0f40649a17b,"Footwear,Apparel,Health,Books","travel,fashion,music,tech",2398,twitter
1a02c0cc-fc75-4896-95e3-13aa5ba34d35,Electronics,"cooking,music,travel",8823,instagram
b9412933-cb49-4456-9667-7033dbd70b97,"Books,Sports,Health","wellness,travel,music,gaming",4498,instagram
0710c154-efdf-49d3-967a-8e039d47a392,"Books,Grocery,Health","tech,travel,cooking,gaming",4922,twitter
045d4675-4ee0-49ec-a9b1-1d1db855e831,"Footwear,Apparel,Sports,Grocery","fashion,gaming,fitness,music",5063,twitter
56753df8-73b2-4c85-bad5-0476a1357785,Health,"fitness,cooking,gaming,tech",962,facebook
fa848a5c-ec51-4164-a85d-f28025f41073,"Electronics,Footwear","gaming,fashion,tech,music",8940,facebook
c93f2cd4-13a8-4f0f-8d1a-8854990eb1b2,"Grocery,Apparel,Books",wellness,9282,facebook
8c0ec5af-151e-4280-ab18-606cae2ad64a,"Sports,Books","travel,wellness,cooking,gaming",6814,instagram
cd4bae82-f1c1-4249-b9de-54fb8ee5a56a,"Apparel,Grocery","fitness,music,cooking,travel",5806,twitter
7ccb849f-e106-4134-8160-f987f717c7de,Books,"fitness,wellness",7993,facebook
b1b3cebd-4a2a-433a-8058-12a34df6a3b3,"Footwear,Electronics,Apparel,Books",music,63,twitter
d0e41f6c-c8cb-4de6-86a7-55eb1edf917c,"Grocery,Health",fashion,9775,instagram
eeba25c3-bc51-40f2-ad4f-d841787e2823,"Health,Electronics,Grocery","travel,fashion",1455,facebook
0728b6c8-7eab-48c3-a4e0-0f8f8dbf95f8,"Books,Sports","fitness,wellness,tech",8272,facebook
bbf4fb26-a349-4c99-9c94-8531baf2a4e2,Health,"fitness,gaming,tech,fashion",9998,facebook
b1e46fa8-728f-4df2-8c6c-eada87873a60,"Footwear,Apparel,Sports,Books","cooking,tech,music",6758,twitter
72383042-728e-4d20-b0bc-201a92009198,"Electronics,Grocery,Health",fashion,3910,facebook
